text,label
"so, our work is cut out for us as we proceed to rigorously evaluate the case for developing a federal reserve cbdc.",Wait-and-See
"and i will elaborate today on how to catalyse our efforts together on one ""road for the future"" towards innovative payments and cbdc.",Pro-CBDC
let me start by clarifying one major point: no decision has been taken at this stage on whether or not to create a digital euro.,Wait-and-See
"it is with this mindset, intent on supporting innovation but within a framework of trust, that the banque de france has been leading the way on a possible cbdc over the last two years.",Pro-CBDC
and epi will be most welcome to participate in the front-end prototype of cbdc.,Pro-CBDC
"the third and final action: be ready to launch a general purpose cbdc, which means for the public and for the financial sector, to reassert the anchoring role of central bank money in case of need.",Pro-CBDC
"therefore, the retail cbdc would be made available to citizens as an easy-to-use, secure and accessible payment instrument, that protects user privacy and can be used for all types of payment.",Pro-CBDC
"there are also fears that cbdc accounts will ""drain"" commercial deposits and dry up bank liquidity.",Anti-CBDC
"in addition, the ecb has shown more than capable of safeguarding bank liquidity... if the cbdc is going that it is to replace any liquid financial assets, then it is more likely to be banknotes in the long run and crypto-assets.",Pro-CBDC
"in short, the scenario of a cbdc causing massive bank disintermediation is more a finance-fiction fantasy than a serious analysis.",Pro-CBDC
"""interbank"" or ""wholesale"" the cbdc would enable the efficient and secure settlement of transactions.",Pro-CBDC
"we have this year joined forces with the snb, the bis innovation hub and a private sector consortium led by accenture, within a project named juraiii, which would allow the use of swiss franc and euro cbdcs on a dlt platform.",Pro-CBDC
we are also working with the monetary authority of singapore to test cross-currency payments with cbdcs.,Pro-CBDC
"c. possible impacts of a cbdc on monetary policy implementation: preliminary thoughts when decided and depending of course on the specifics of the project launched in the concerned jurisdictions, a cbdc could have several consequences on monetary policy implementation.",Wait-and-See
- this could imply for example both a zero remuneration of cbdc (i.e.,Wait-and-See
the readiness to issue a cbdc can prove an important lever to that end.,Pro-CBDC
"5 see ecb, report on a digital euro, frankfurt, october 2020",Wait-and-See
â€¢ the proposals involving central bank digital currencies (cbdcs) emerge as means to protect the financial system and consumers from the risks and suboptimal outcomes of crypto-assets and lightly regulated stable coins.,Pro-CBDC
"â€¢ realizing the benefits of cbdcs and digital payments comes along with the implicit requirement to foster public payments' infrastructure, including new domestic and cross-border payment services.",Pro-CBDC
"we hope that this line of work can attain concrete short-term recommendations and deliverables, helping all central banks to develop new forms of money and fully operable cbdcs in a very short period of time.",Pro-CBDC
"and although we haven't decided whether a digital euro will be introduced, i think it's very likely to happen.",Pro-CBDC
"our work on a digital euro, the ongoing developments in the eu regulatory framework and wider international developments will help us to better understand the benefits and risks from introducing ""real"" digital currencies.",Wait-and-See
christopher j waller: cbdc - a solution in search of a problem?,Anti-CBDC
"in all this excitement, there are also calls for the federal reserve to ""get in the game"" and issue a central bank digital currency (cbdc) that the general public could use.",Pro-CBDC
